career_label,skills,experience_years,education_level
ai researcher,"python, java, machine learning, deep learning, tensorflow, pytorch",0,unknown
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, aws, tensorflow",0,master
devops engineer,"python, management, aws, azure",0,degree
business analyst,"sql, excel, data analysis, communication, management",5,degree
data engineer,"python, java, sql, management, aws, azure",5,degree
ar/vr developer,,5,degree
ui engineer,java,5,master
data scientist,"python, sql, machine learning, deep learning, aws, tensorflow",5,master
data scientist,"python, sql, machine learning, deep learning, statistics, aws, tensorflow",5,master
ai researcher,"python, java, machine learning, deep learning, tensorflow, pytorch",0,foundation
qa engineer,"python, java, excel",5,degree
business analyst,"sql, excel, data analysis, communication, management, project management",5,degree
qa engineer,"python, java, docker",5,master
system administrator,"python, aws, azure",0,degree
system administrator,"python, management, aws, azure",8,degree
software engineer,"python, java, sql, management, aws, azure, docker",0,master
e-commerce specialist,"excel, communication, management",5,degree
ux designer,communication,0,master
product manager,"data analysis, communication, management",8,master
database administrator,"python, sql, statistics, management",8,degree
cybersecurity analyst,"python, java, communication, aws, azure",0,master
cloud engineer,"python, aws, azure, docker",5,degree
business analyst,"sql, data analysis, communication, management",5,degree
it support specialist,communication,5,degree
cloud engineer,"python, aws, azure",0,degree
devops engineer,"python, aws, azure, docker",5,degree
ar/vr developer,java,0,degree
data engineer,"python, java, sql, machine learning, aws, tensorflow, pytorch",0,master
business analyst,"data analysis, communication, management, project management",5,degree
ui engineer,java,5,master
data analyst,"python, sql, data analysis, management",5,degree
cloud architect,"python, java, aws, azure, docker",8,degree
blockchain developer,"python, java, excel, management",5,degree
it support specialist,"communication, management",5,degree
e-commerce specialist,"communication, management",5,degree
devops engineer,"python, java, aws, docker",5,degree
system administrator,"python, aws, azure",8,degree
robotics engineer,python,0,master
human resources specialist,"excel, communication, management",0,degree
e-commerce specialist,"data analysis, management",8,degree
full stack developer,"java, sql",5,degree
devops engineer,"python, aws, azure, docker",5,degree
software engineer,"python, java, machine learning, aws, azure, docker",5,master
qa engineer,"python, java, management",5,degree
product manager,"data analysis, communication, management, project management",8,degree
data scientist,"python, sql, machine learning, deep learning, tensorflow, pytorch",5,master
blockchain developer,"python, java",5,degree
e-commerce specialist,"excel, data analysis",5,degree
machine learning engineer,"python, machine learning, deep learning, aws, azure, docker, tensorflow, pytorch",5,master
e-commerce specialist,"data analysis, management",5,degree
data analyst,"python, sql, excel, machine learning, data analysis, management, aws",5,degree
product manager,"data analysis, communication, management, project management",8,master
e-commerce specialist,"excel, data analysis, management",5,degree
database administrator,"python, sql, management",8,degree
cybersecurity analyst,"management, aws, azure",0,degree
robotics engineer,python,0,master
it support specialist,excel,5,degree
cybersecurity analyst,management,8,degree
e-commerce specialist,"excel, data analysis, management",5,degree
system administrator,"python, excel, communication, aws, azure",8,degree
it support specialist,,0,degree
qa engineer,"python, java, excel",5,master
machine learning engineer,"python, java, machine learning, deep learning, aws, tensorflow, pytorch",0,unknown
machine learning engineer,"python, sql, machine learning, tensorflow, pytorch",5,master
human resources specialist,"excel, management",5,degree
ar/vr developer,java,5,unknown
product manager,"sql, excel, data analysis, communication, management",8,master
system administrator,"excel, communication, management",0,degree
content writer,"communication, management",5,degree
digital marketing specialist,"excel, management",5,degree
ar/vr developer,java,5,degree
data engineer,"python, java, sql, machine learning, management, aws, azure",0,degree
data scientist,"python, sql, machine learning, data analysis, management, aws, azure, tensorflow",5,master
data analyst,"sql, excel, machine learning, data analysis, management",5,degree
game developer,"java, machine learning",5,degree
data architect,"python, java, sql, aws, azure",8,master
product manager,"sql, excel, data analysis, communication, management, project management",8,degree
qa engineer,"python, java",5,unknown
cloud architect,"python, java, management, aws, azure, docker",8,degree
robotics engineer,"python, machine learning",5,master
qa engineer,"python, java, excel",5,degree
machine learning engineer,"python, machine learning, data analysis, aws, tensorflow",0,degree
system administrator,python,8,degree
data engineer,"python, java, sql, machine learning, tensorflow, pytorch",0,master
it support specialist,"excel, communication",5,degree
qa engineer,"python, java, aws, azure, docker",5,master
digital marketing specialist,"data analysis, management",3,degree
database administrator,"python, sql, management",8,degree
data scientist,"python, sql, machine learning, deep learning, data analysis, statistics, management, aws, tensorflow",5,master
content writer,excel,0,degree
product manager,"data analysis, communication, management",8,master
devops engineer,docker,0,master
blockchain developer,"python, java, management",5,degree
robotics engineer,"python, docker",5,master
system administrator,"aws, azure",10,degree
data engineer,"python, java, sql, machine learning, aws, azure",8,degree
